daamat|دامَت|Arabic|Alphabet 4
jaar|جار|Arabic|Alphabet 4
yar|يَر|Arabic|Alphabet 4
bad|بَد|Arabic|Alphabet 4
rar|رَر|Arabic|Alphabet 4
dhadh|ذَذ|Arabic|Alphabet 4
jar|جَر|Arabic|Alphabet 4
duz|دُز|Arabic|Alphabet 4
zawj|زَوج|Arabic|Alphabet 4
zaz|زَز|Arabic|Alphabet 4
bar|بَر|Arabic|Alphabet 4
karj|كَرج|Arabic|Alphabet 4
badhaz|بَذَز|Arabic|Alphabet 4
ta|تَ|Arabic|Alphabet 4
katab|كَتَب|Arabic|Alphabet 4
mumtaaz|مُمتاز|Arabic|Alphabet 4
a big jacket|جاكيت كَبير|Arabic|Alphabet 4
duuz|دوز|Arabic|Alphabet 4
tajam|تَجَم|Arabic|Alphabet 4
bik|بِك|Arabic|Alphabet 4
du|دُ|Arabic|Alphabet 4
a house and a garage|بَيت وَكَراج|Arabic|Alphabet 4
jadaj|جَدَج|Arabic|Alphabet 4
dad|دَد|Arabic|Alphabet 4
a new jacket|جاكيت جَديد|Arabic|Alphabet 4
ma|مَ|Arabic|Alphabet 4
an amazing jacket|جاكيت مُمتاز|Arabic|Alphabet 4
a big door|باب كَبير|Arabic|Alphabet 4
taaj|تاج|Arabic|Alphabet 4
kad|كَد|Arabic|Alphabet 4
a garage and a house|كَراج وَبَيت|Arabic|Alphabet 4
a door and a jacket|باب وَجاكيت|Arabic|Alphabet 4
بَيت مُمتاز|an amazing house|Arabic|Alphabet 4
بَيت|a house|Arabic|Alphabet 4
a new door|باب جَديد|Arabic|Alphabet 4
جَبَر|jabar|Arabic|Alphabet 3
rak|رَك|Arabic|Alphabet 3
jakad|جَكَد|Arabic|Alphabet 3
بَبَب|babab|Arabic|Alphabet 3
jaj|جَج|Arabic|Alphabet 3
كَجَد|kajad|Arabic|Alphabet 3
kabar|كَبَر|Arabic|Alphabet 3
بَجَر|bajar|Arabic|Alphabet 3
kaj|كَج|Arabic|Alphabet 3
بَج|baj|Arabic|Alphabet 3
كَب|kab|Arabic|Alphabet 3
jak|جَك|Arabic|Alphabet 3
jabaj|جَبَج|Arabic|Alphabet 3
jajaj|جَجَج|Arabic|Alphabet 3
buuj|بوج|Arabic|Alphabet 3
جوب|juub|Arabic|Alphabet 3
كِعا|ki3aa|Arabic|Descrip. 1
bii3|بيع|Arabic|Descrip. 1
عَب|3ab|Arabic|Descrip. 1
ساج|saaj|Arabic|Descrip. 1
sammad|سَمَّد|Arabic|Descrip. 1
جَسَد|jasad|Arabic|Descrip. 1
3a|عَ|Arabic|Descrip. 1
3us|عُس|Arabic|Descrip. 1
ba3ii|بَعي|Arabic|Descrip. 1
سَمَك بارِد|a cold fish|Arabic|Descrip. 1
ا|aa|Arabic|Alphabet 1
راي|raay|Arabic|Alphabet 1
وَ|wa|Arabic|Alphabet 1
وا|waa|Arabic|Alphabet 1
raaw|راو|Arabic|Alphabet 1
رود|ruud|Arabic|Alphabet 1
را|raa|Arabic|Alphabet 1
wuu|وو|Arabic|Alphabet 1
ya|يَ|Arabic|Alphabet 1
وي|wii|Arabic|Alphabet 1
ري|rii|Arabic|Alphabet 1
zaar|زار|Arabic|Alphabet 1
duur|دور|Arabic|Alphabet 1
دو|duu|Arabic|Alphabet 1
زود|zuud|Arabic|Alphabet 1
داد|daad|Arabic|Alphabet 1
دَ|da|Arabic|Alphabet 1
دا|daa|Arabic|Alphabet 1
ii|ي|Arabic|Alphabet 1
زا|zaa|Arabic|Alphabet 1
zii|زي|Arabic|Alphabet 1
zuu|زو|Arabic|Alphabet 1
دود|duud|Arabic|Alphabet 1
و|uu|Arabic|Alphabet 1
زَ|za|Arabic|Alphabet 1
رَ|ra|Arabic|Alphabet 1
دي|dii|Arabic|Alphabet 1
ruu|رو|Arabic|Alphabet 1
ذَوب|dhawb|Arabic|Alphabet 2
kadh|كَذ|Arabic|Alphabet 2
جاك|jaak|Arabic|Alphabet 2
كَ|ka|Arabic|Alphabet 2
raaj|راج|Arabic|Alphabet 2
كو|kuu|Arabic|Alphabet 2
دوب|duub|Arabic|Alphabet 2
jad|جَد|Arabic|Alphabet 2
باج|baaj|Arabic|Alphabet 2
بَز|baz|Arabic|Alphabet 2
بَكَك|bakak|Arabic|Alphabet 3
بَي|bay|Arabic|Alphabet 3
بَكَر|bakar|Arabic|Alphabet 3
جَب|jab|Arabic|Alphabet 3
بَب|bab|Arabic|Alphabet 3
بوك|buuk|Arabic|Alphabet 3
يَب|yab|Arabic|Alphabet 3
kuub|كوب|Arabic|Alphabet 3
جَمَع|jama3|Arabic|Descrip. 1
كَبَس|kabas|Arabic|Descrip. 1
bassaam|بَسّام|Arabic|Descrip. 1
kabbuu|كَبّو|Arabic|Descrip. 1
تِرُع|tiru3|Arabic|Descrip. 1
سَ|sa|Arabic|Descrip. 1
جَيِّد|jayyid|Arabic|Descrip. 1
سَمَد|samad|Arabic|Descrip. 1
rub3|رُبع|Arabic|Descrip. 1
جَمَّع|jamma3|Arabic|Descrip. 1
lubbii|لُبّي|Arabic|Descrip. 1
bisim|بِسِم|Arabic|Descrip. 1
بَسام|basaam|Arabic|Descrip. 1
وِدي|widii|Arabic|Descrip. 1
ذو|dhuu|Arabic|Alphabet 2
ذَوا|dhawaa|Arabic|Alphabet 2
ba|بَ|Arabic|Alphabet 2
دوج|duuj|Arabic|Alphabet 2
dhaw|ذَو|Arabic|Alphabet 2
dhay|ذَي|Arabic|Alphabet 2
ذي|dhii|Arabic|Alphabet 2
dha|ذَ|Arabic|Alphabet 2
dhaa|ذا|Arabic|Alphabet 2
ja|جَ|Arabic|Alphabet 2
zak|زَك|Arabic|Alphabet 2
Judy and George|جودي وَجورج|Arabic|Alphabet 2
George|جورج|Arabic|Alphabet 2
George and Rosa|جورج وَروزا|Arabic|Alphabet 2
George and Rawad|جورج وَرَواد|Arabic|Alphabet 2
بَيب|bayb|Arabic|Alphabet 3
Dakar and Juba|داكار وَجوبا|Arabic|Alphabet 3
Peru and Korea|بيرو وَكوريا|Arabic|Alphabet 3
Peru and Cuba|بيرو وَكوبا|Arabic|Alphabet 3
Riga and Dakar|ريجا وَداكار|Arabic|Alphabet 3
Cuba|كوبا|Arabic|Alphabet 3
Juba and Baku|جوبا وَباكو|Arabic|Alphabet 3
Korea and Cuba|كوريا وَكوبا|Arabic|Alphabet 3
Korea and Peru|كوريا وَبيرو|Arabic|Alphabet 3
Cuba and Korea|كوبا وَكوريا|Arabic|Alphabet 3
باكو|Baku|Arabic|Alphabet 3
تِرُّع|tirru3|Arabic|Descrip. 1
وِدّي|widdii|Arabic|Descrip. 1
كَبو|kabuu|Arabic|Descrip. 1
an amazing neighbor|جار مُمتاز|Arabic|Descrip. 1
تِرُّع|tirru3|Arabic|Descrip. 1
Carrie and Rosa|كَري وَروزا|Arabic|Alphabet 2
Judy|جودي|Arabic|Alphabet 2
Carrie and Bob|كَري وَبوب|Arabic|Alphabet 2
بوب وَجودي|Bob and Judy|Arabic|Alphabet 2
Rawad and Bob|رَواد وَبوب|Arabic|Alphabet 2
bak|بَك|Arabic|Alphabet 3
كَبَج|kabaj|Arabic|Alphabet 3
a big house|بَيت كَبير|Arabic|Alphabet 4
riis|ريس|Arabic|Descrip. 1
suus|سوس|Arabic|Descrip. 1
cold chicken|دجاجٌ بارِد|Arabic|Descrip. 1
a cold garage|كَراج بارِد|Arabic|Descrip. 1
بَيت عادي|a regular house|Arabic|Descrip. 1
دَجاج عادي|a regular chicken|Arabic|Descrip. 1
جُبن|jubn|Arabic|Descrip. 2
salaam|سَلام|Arabic|Descrip. 2
سَلَع|sala3|Arabic|Descrip. 2
kilaab|كِلاب|Arabic|Descrip. 2
laa|لا|Arabic|Descrip. 2
bilaa|بِلا|Arabic|Descrip. 2
laad|لاد|Arabic|Descrip. 2
لَعن|la3n|Arabic|Descrip. 2
نون|nuun|Arabic|Descrip. 2
tannuu|تَنّو|Arabic|Descrip. 2
na|نَ|Arabic|Descrip. 2
happy|سَعيد|Arabic|Descrip. 2
Zayd is an Arab translator.|زَيد مُتَرجِم عَرَبِيّ.|Arabic|Descrip. 2
Sam is happy.|سام سَعيد|Arabic|Descrip. 2
George is Arab.|جورج عَرَبِيّ.|Arabic|Descrip. 2
Sam is a good doctor.|سام دُكتور جَيِّد|Arabic|Descrip. 2
Bob is happy.|بوب سَعيد|Arabic|Descrip. 2
Zayd is Arab.|زَيد عَرَبِيّ|Arabic|Descrip. 2
Tamer is smart.|تامِر ذَكِيّ.|Arabic|Descrip. 2
زَيد عَرَبِيّ.|Zayd is Arab.|Arabic|Descrip. 2
تامِر مُتَرجِم جَيِّد.|Tamer is a good translator.|Arabic|Descrip. 2
تامِر جار جَيِّد.|Tamer is a good neighbor.|Arabic|Descrip. 2
شي|shii|Arabic|Country 1
سي|sii|Arabic|Country 1
2ib|إِب|Arabic|Country 1
2alaa|أَلا|Arabic|Country 1
نِس|nis|Arabic|Country 1
إِب|2ib|Arabic|Country 1
أول|2uul|Arabic|Country 1
2ujiib|أَُجيب|Arabic|Country 1
أُ|2u|Arabic|Country 1
2ub|أُب|Arabic|Country 1
إِ|2i|Arabic|Country 1
أَ|2a|Arabic|Country 1
2adru|أَدرُ|Arabic|Country 1
أَيس|2ays|Arabic|Country 1
George is from Oman.|جورج مِن عُمان.|Arabic|Country 1
Zayd and Sam are from Oman.|زَيد وَسام مِن عُمان|Arabic|Country 1
عُمَر مِن سوريا.|Omar is from Syria.|Arabic|Country 1
جَثَل|jathal|Arabic|Omar Is...
dhu|ذُ|Arabic|Omar Is...
كِبَر|kibar|Arabic|Omar Is...
bathal|بَثَل|Arabic|Omar Is...
thu|ثُ|Arabic|Omar Is...
dhuwaab|ذُواب|Arabic|Omar Is...
مَسْك|mask|Arabic|Omar Is...
thuwaab|ثُواب|Arabic|Omar Is...
Tamer and Carrie have a house.|عِنْد تامِر وَكَري بَيْت.|Arabic|Omar Is...
Tamer has a house.|عِنْد تامِر بَيْت|Arabic|Omar Is...
عِنْد كَري كَراج.|Carrie has a garage.|Arabic|Omar Is...
مُها|muhaa|Arabic|Country 2
haj|هَج|Arabic|Country 2
مَأْت|ma2t|Arabic|Country 2
muhu|مُهُ|Arabic|Country 2
مَأْمَ|ma2ma|Arabic|Country 2
جاءَ|jaa2a|Arabic|Country 2
إِدْر|2idr|Arabic|Country 2
لَأْك|la2k|Arabic|Country 2
2abuu|أَبو|Arabic|Country 2
ma2at|مَأَت|Arabic|Country 2
ta2aj|تَأَج|Arabic|Country 2
cold new fish|سَمَك جَديد بارِد|Arabic|Descrip. 1
سَمَك جَديد|a new fish|Arabic|Descrip. 1
بَلَد|balad|Arabic|Descrip. 2
lubb|لُبّ|Arabic|Descrip. 2
كَلاع|kalaa3|Arabic|Descrip. 2
إيوا|2iiwaa|Arabic|Country 1
2uk|أُك|Arabic|Country 1
إيز|2iiz|Arabic|Country 1
2ab|أَب|Arabic|Country 1
أَعلا|2a3laa|Arabic|Country 1
America|أَمريكا|Arabic|Country 1
I am from Syria.|أَنا مِن سوريا.|Arabic|Country 1
I am from America.|أَنا مِن أَمريكا|Arabic|Country 1
سام مِن أَمريكا.|Sam is from America.|Arabic|Country 1
لَث|lath|Arabic|Omar Is...
lat|لَت|Arabic|Omar Is...
مَسَك|masak|Arabic|Omar Is...
juhd|جُهْد|Arabic|Omar Is...
جَتَل|jatal|Arabic|Omar Is...
تَل|ltal|Arabic|Omar Is...
ثَل|thal|Arabic|Omar Is...
كِبْر|kibr|Arabic|Omar Is...
جُهود|juhuud|Arabic|Omar Is...
Rosa has a garage.|عِنْد روزا كَراج.|Arabic|Omar Is...
Shadi is Tunisian.|شادي تونِسِيّ|Arabic|Omar Is...
Rosa has fish.|عِنْد روزا سَمَك.|Arabic|Omar Is...
George is Tunisian.|جورج تونِسِيّ|Arabic|Omar Is...
Rosa has a pretty jacket.|عِنْد روزا جاكيت جَميل.|Arabic|Omar Is...
Shadi is a Tunisian translator.|شادي مُتَرجِم تونِسِيّ|Arabic|Omar Is...
Zayd is Tunisian American.|زَيد أَمريكِيّ تونِسِيّ|Arabic|Omar Is...
Rosa has a jacket.|عِنْد روزا جاكيت.|Arabic|Omar Is...
عِنْد جورْج بَيْت جَديد.|George has a new house.|Arabic|Omar Is...
عِنْد جورْج بَيْت.|George has a house.|Arabic|Omar Is...
tal|تَل|Arabic|Omar Is...
تَغْري|taghrii|Arabic|Omar Is...
Shadi is a Syrian doctor.|شادي دُكتور سورِيّ.|Arabic|Omar Is...
tha|ثَ|Arabic|Omar Is...
Seth is Lebanese American.|سيث أَمريكِيّ لُبنانِيّ.|Arabic|Omar Is...
Seth is a Lebanese doctor.|سيث دُكتور لُبنانِيّ.|Arabic|Omar Is...
Judy has a pretty jacket.|عِنْد جودي جاكيت جَميل.|Arabic|Omar Is...
Omar is Syrian.|عُمَر سورِيّ|Arabic|Omar Is...
Tamer is Syrian American.|تامِر أَمريكِيّ سورِيّ|Arabic|Omar Is...
بوب لُبنانِيّ.|Bob is Lebanese.|Arabic|Omar Is...
Omar has a house.|عِنْد عُمَر بَيْت.|Arabic|Country 2
Omar has an Omani door.|عِنْد عُمَر باب عُمانِيّ.|Arabic|Country 2
Shadi is an Omani translator.|شادي مُتَرجِم عُمانِيّ|Arabic|Country 2
Shadi is Omani.|شادي عُمانِيّ|Arabic|Country 2
عِنْد تامِر بَيْت.|Tamer has a house.|Arabic|Country 2
سَماء|samaa2|Arabic|Country 2
3urb|عُرْب|Arabic|Country 2
هَ|ha|Arabic|Country 2
nabbuu|نَبّو|Arabic|Country 2
3ahad|عَهَد|Arabic|Country 2
hutaa|هُتا|Arabic|Country 2
Carrie and Zayd are from Scotland.|كَري وَزَيْد مِن إِسْكُتْلَنْدا.|Arabic|Country 2
tiih|تيه|Arabic|Country 2
Judy is from Scotland.|جودي مِن إِسْكُتْلَنْدِيّ|Arabic|Country 2
Zayd is from Scotland.|زَيْد مِن إِسْكُتْلَنْدِيّ|Arabic|Country 2
زَيْد مِن إِسْكُتْلَنْدا.|Zayd is from Scotland.|Arabic|Country 2
جِداء|jidaa2|Arabic|Phrases
2asii|أَسي|Arabic|Phrases
ياف|yaaf|Arabic|Phrases
اً|an|Arabic|Phrases
3atiim|عَتيم|Arabic|Phrases
هُسْك|husk|Arabic|Phrases
فَفوه|fafuuh|Arabic|Phrases
sashak|سَشَك|Arabic|Phrases
naaf|ناف|Arabic|Phrases
Germany|أَلْمانْيا|Arabic|Phrases
Rawad is from France.|رَواد مِن فَرَنْسا.|Arabic|Phrases
Tamer is from France.|تامِر مِن فَرَنْسا|Arabic|Phrases
Carrie is from Germany, Rosa.|كَري مِن أَلْمانْيا يا روزا.|Arabic|Phrases
Omar is from Germany.|عُمَر مِن أَلْمانْيا.|Arabic|Phrases
You are from France, Sam.|أَنْتَ مِن فَرَنْسا يا سام|Arabic|Phrases
أَنا مِن أُسْتُرالْيا.|I am from Australia.|Arabic|Phrases
روزا مِن أُسْتُرالْيا.|Rosa is from Australia.|Arabic|Phrases
هِلال|hilaal|Arabic|Descrip. 3
أَمين|2amiin|Arabic|Descrip. 3
siira|سيرة|Arabic|Descrip. 3
zuda|زُدة|Arabic|Descrip. 3
شِفاه|shifaah|Arabic|Descrip. 3
mazza|مَزّة|Arabic|Descrip. 3
laa3a|لاعة|Arabic|Descrip. 3
fisaa2|فِساء|Arabic|Descrip. 3
جَعة|ja3a|Arabic|Descrip. 3
هوء|huu2|Arabic|Descrip. 3
فَكَش|fakash|Arabic|Descrip. 3
saada|سادة|Arabic|Descrip. 3
shaasha|شاشة|Arabic|Descrip. 3
رَنى|ranaa|Arabic|You and Me
a generous neighbor|جار كَريم|Arabic|Descrip. 1
a generous new husband|زَوج جَديد كَريم|Arabic|Descrip. 1
an amazing husband|زَوج مُمتاز|Arabic|Descrip. 1
cold|بارِد|Arabic|Descrip. 1
regular chicken|دَجاج عادي|Arabic|Descrip. 1
a cold house|بَيت بارِد|Arabic|Descrip. 1
Juba and Riga|جوبا وَريجا|Arabic|Alphabet 3
Korea|كوريا|Arabic|Alphabet 3
باكو وَريجا|Baku and Riga|Arabic|Alphabet 3
باكو وَداكار|Baku and Dakar|Arabic|Alphabet 3
داكار وَباكو|Dakar and Baku|Arabic|Alphabet 3
بَند|band|Arabic|Descrip. 2
la|لَ|Arabic|Descrip. 2
ليبيا|liibyaa|Arabic|Descrip. 2
بِلال|bilaal|Arabic|Descrip. 2
jamal|جَمَل|Arabic|Descrip. 2
nabii|نَبي|Arabic|Descrip. 2
ويل|wiil|Arabic|Descrip. 2
Duo is generous and fun.|دُوو كَريم وَمُمتِع.|Arabic|Descrip. 2
Duo is fast and smart.|دُوو سَريع وَذَكِيّ|Arabic|Descrip. 2
David is smart.|دَوود ذَكِيّ.|Arabic|Descrip. 2
مُمتِع|fun|Arabic|Descrip. 2
David is generous and fun.|دَوود كَريم وَمُمتِع.|Arabic|Descrip. 2
Duo is fast.|دُوو سَريع|Arabic|Descrip. 2
جورج سَعيد وَمُمتِع.|George is happy and fun.|Arabic|Descrip. 2
Sam is a good translator.|سام مُتَرجِم جَيِّد|Arabic|Country 1
سام مُتَرجِم جَيِّد.|Sam is a good translator.|Arabic|Country 1
nish|نِش|Arabic|Country 1
شَ|sha|Arabic|Country 1
bushr|بُشر|Arabic|Country 1
2iin|إين|Arabic|Country 1
أوع|2uu3|Arabic|Country 1
Omar is from Tunisia.|عُمَر مِن تونِس|Arabic|Country 1
أو|2uu|Arabic|Country 1
أوس|2uus|Arabic|Country 1
أوب|2uub|Arabic|Country 1
تَأْتَأَ|ta2ta2a|Arabic|Country 2
masaa2|مَساء|Arabic|Country 2
3aa2a|عاءَ|Arabic|Country 2
راءا|raa2aa|Arabic|Country 2
سوء|suu2|Arabic|Country 2
Rawad is from England.|رَواد مِن إِنْجِلْتِرا|Arabic|Country 2
بوب مِن إِنْجِلْتِرا.|Bob is from England.|Arabic|Country 2
دُرْز|durz|Arabic|Country 2
يَعِيّ|ya3iyy|Arabic|Country 2
أَرْء|2ar2|Arabic|Country 2
Omar is English.|عُمَر إِنْجِليزِيّ.|Arabic|Country 2
Tamer is from Canada.|تامِر مِن كَنَدا|Arabic|Country 2
Rawad is Canadian and English.|رَواد كَنَدِيّ وَإِنْجِليزِيّ.|Arabic|Country 2
Canada and America|كَنَدا وَأَمْريكا|Arabic|Country 2
Rosa is from Canada.|روزا مِن كَنَدا|Arabic|Country 2
جودي وَبوب|Judy and Bob|Arabic|Alphabet 2
كَراج كَبير|big garage|Arabic|Alphabet 2
busr|بُسر|Arabic|Country 1
إي|2ii|Arabic|Country 1
Shadi has a garage.|عِنْد شادي كَراج.|Arabic|Omar Is...
Shadi has a big garage.|عِنْد شادي كَراج كَبير|Arabic|Omar Is...
Rawad is Syrian.|رَواد سورِيّ|Arabic|Omar Is...
أَبَد|2abad|Arabic|Phrases
mufa|مُفَ|Arabic|Phrases
عَسي|3asii|Arabic|Phrases
fa|فَ|Arabic|Phrases
باء|baa2|Arabic|Phrases
3abad|عَبَد|Arabic|Phrases
فَري|farii|Arabic|Phrases
يَشُف|yashuf|Arabic|Phrases
baa3|باع|Arabic|Phrases
وَباء|wabaa2|Arabic|Descrip. 3
Ali is a man.|عَلي رَجُل.|Arabic|Descrip. 3
an Arab woman and an American woman|اِمْرَأة عَرَبِيّة وَامْرَأة أَمْريكِيّة|Arabic|Descrip. 3
an American boy|وَلَد أَمْريكِيّ|Arabic|Descrip. 3
Rosa is a Syrian woman.|روزا امْرَأة سورِيّة|Arabic|Descrip. 3
بِنْت سورِيّة|a Syrian girl|Arabic|Descrip. 3
a smart woman|اِمْرَأة ذَكِيّة|Arabic|Descrip. 3
Ali is an amazing Syrian translator.|عَلي مُتَرْجِم سورِيّة مُمْتاز|Arabic|Descrip. 3
Ali is a Syrian man.|عَلي رَجُل سورِيّ|Arabic|Descrip. 3
بِنْت ذَكِيّة وَوَلَد ذَكِيّ|a smart girl and a smart boy|Arabic|Descrip. 3
روزا امْرَأة سورِيّة.|Rosa is a Syrian woman.|Arabic|Descrip. 3
غَ|gha|Arabic|Descrip. 3
ghaab|غاب|Arabic|Descrip. 3
رِسُغ|risugh|Arabic|Descrip. 3
لَمى|lamaa|Arabic|Descrip. 3
baghad|بَغَد|Arabic|Descrip. 3
سُدى|sudaa|Arabic|Descrip. 3
ba3ad|بَعَد|Arabic|You and Me
كُبى|kubaa|Arabic|You and Me
ى|aa|Arabic|You and Me
رَنا|ranaa|Arabic|You and Me
She is a good doctor from Amsterdam.|هِيَّ دُكْتورة جَيِّدة مِن أَمْسْتِرْدام.|Arabic|You and Me
She is a doctor from Amsterdam.|هُوَّ دُكْتورة مِن أَمْسْتِرْدام|Arabic|You and Me
أَنْتِ مُعَلِّمة ذَكِيّة يا كَري.|You are a smart teacher, Carrie.|Arabic|You and Me
